Reporting Economy,Product/Sector,2017,2018,2019,2020,2021,2022
Congo,Iron and steel,86,22,11,11,3,0
Congo,Chemicals,7,5,7,3,3,2
Congo,Pharmaceuticals,0,0,0,0,0,0
Congo,Machinery and transport equipment,3927,1491,395,777,540,5
Congo,Office and telecom equipment,2,1,1,1,2,1
Congo,Electronic data processing and office equipment,0,1,0,1,1,0
Congo,Telecommunications equipment,2,0,0,1,0,1
Congo,Integrated circuits and electronic components,0,0,0,0,0,0
Congo,Transport equipment,3798,1392,312,730,476,0
Congo,Automotive products,15,22,8,3,114,0
Congo,Textiles,1,1,1,1,2,0
Congo,Clothing,0,0,1,0,1,0
Costa Rica,Agricultural products,5126,4837,4687,4811,5482,5646
Costa Rica,Fuels and mining products,155,165,160,167,241,226
Costa Rica,Manufactures,5483,6221,6573,6623,8588,9406
Costa Rica,Iron and steel,171,177,164,144,323,279
Costa Rica,Chemicals,875,849,889,900,951,1079
Costa Rica,Pharmaceuticals,300,317,325,381,318,328
Costa Rica,Machinery and transport equipment,705,832,807,785,1028,1161
Costa Rica,Office and telecom equipment,95,146,115,98,154,164
Costa Rica,Electronic data processing and office equipment,18,59,53,42,67,63
Costa Rica,Telecommunications equipment,15,11,14,14,21,100
Costa Rica,Integrated circuits and electronic components,62,77,48,42,65,1
Costa Rica,Transport equipment,14,18,24,35,27,29
Costa Rica,Automotive products,7,12,11,7,8,8
Costa Rica,Textiles,78,91,95,82,98,115
Costa Rica,Clothing,45,40,40,35,28,34
Côte d'Ivoire,Agricultural products,8014,7803,8062,8430,10276,9646
Côte d'Ivoire,Fuels and mining products,1637,2016,2315,1458,1875,3224
Côte d'Ivoire,Manufactures,1912,1192,1224,1098,1472,1642
Côte d'Ivoire,Iron and steel,40,33,21,26,19,13
Côte d'Ivoire,Chemicals,489,498,458,500,556,617
Côte d'Ivoire,Pharmaceuticals,4,4,3,4,4,7
Côte d'Ivoire,Machinery and transport equipment,878,196,342,140,430,489
Côte d'Ivoire,Office and telecom equipment,11,8,8,5,7,10
Côte d'Ivoire,Electronic data processing and office equipment,4,3,2,2,4,3
Côte d'Ivoire,Telecommunications equipment,7,2,4,1,3,5
Côte d'Ivoire,Integrated circuits and electronic components,0,3,2,2,1,1
Côte d'Ivoire,Transport equipment,747,105,264,56,345,404
Côte d'Ivoire,Automotive products,58,22,24,27,12,18
Côte d'Ivoire,Textiles,72,74,71,65,73,80
Côte d'Ivoire,Clothing,2,3,3,3,4,2
Croatia,Agricultural products,3011,3369,3275,3511,4323,4863
Croatia,Fuels and mining products,2307,2526,2361,2286,3678,6161
Croatia,Manufactures,10563,11331,11431,11154,13635,14235
Croatia,Iron and steel,97,226,189,144,304,359
Croatia,Chemicals,2236,2180,2306,2342,2727,2704
Croatia,Pharmaceuticals,1292,1094,1163,1202,1192,1094
Croatia,Machinery and transport equipment,3743,4094,4356,4102,4949,5082
Croatia,Office and telecom equipment,369,394,385,410,446,437
Croatia,Electronic data processing and office equipment,83,92,85,99,112,113
Croatia,Telecommunications equipment,164,225,236,250,271,248
Croatia,Integrated circuits and electronic components,122,77,64,62,63,75
Croatia,Transport equipment,1073,1265,1553,1240,1438,1345
Croatia,Automotive products,598,759,918,736,715,663
Croatia,Textiles,207,226,212,209,240,257
Croatia,Clothing,785,836,816,738,873,977
Cyprus,Agricultural products,438,505,509,535,561,554
Cyprus,Fuels and mining products,791,1279,795,566,863,1173
Cyprus,Manufactures,1958,3140,2036,1880,2425,2521
Cyprus,Iron and steel,35,166,47,14,2,2
Cyprus,Chemicals,408,489,463,525,668,613
Cyprus,Pharmaceuticals,314,374,372,435,422,397
Cyprus,Machinery and transport equipment,1343,2328,1398,1221,1608,1763
Cyprus,Office and telecom equipment,162,216,72,57,83,72
Cyprus,Electronic data processing and office equipment,22,17,9,14,22,17
Cyprus,Telecommunications equipment,139,198,62,42,61,53
Cyprus,Integrated circuits and electronic components,1,0,0,1,1,2
Cyprus,Transport equipment,1070,1962,1184,1041,1359,1490
Cyprus,Automotive products,16,14,19,17,19,14
Cyprus,Textiles,1,1,1,1,1,1
Cyprus,Clothing,13,12,14,13,19,18
Czech Republic,Agricultural products,10505,10973,11016,11503,13780,14992
Czech Republic,Fuels and mining products,5983,6933,6091,4749,8903,12415
Czech Republic,Manufactures,164490,183207,180792,173757,201925,212931
Czech Republic,Iron and steel,4348,5405,4614,4113,6154,6476
Czech Republic,Chemicals,11121,12569,13029,13246,16860,17488
Czech Republic,Pharmaceuticals,2588,2997,3193,3387,3992,3921
Czech Republic,Machinery and transport equipment,103853,117397,117066,111926,126053,134700
Czech Republic,Office and telecom equipment,23483,30167,31637,33663,34340,37982
Czech Republic,Electronic data processing and office equipment,12247,15409,15528,16684,17469,17236
Czech Republic,Telecommunications equipment,10057,13448,14665,15274,15021,18940
Czech Republic,Integrated circuits and electronic components,1179,1310,1444,1705,1851,1806
Czech Republic,Transport equipment,43976,46905,46117,41085,46187,47749
Czech Republic,Automotive products,40467,43267,42407,37776,42260,43671
Czech Republic,Textiles,2821,3020,2852,2816,3114,3123
Czech Republic,Clothing,2410,2571,2469,2430,3051,3057
Democratic Republic of the Congo,Agricultural products,134,154,170,204,230,240
Democratic Republic of the Congo,Fuels and mining products,7083,9119,9018,10484,17895,19557
Democratic Republic of the Congo,Manufactures,5074,10619,4110,3416,5994,8402
Democratic Republic of the Congo,Iron and steel,0,0,1,1,0,1
Democratic Republic of the Congo,Chemicals,4919,10459,3941,3147,5716,8122
Democratic Republic of the Congo,Pharmaceuticals,2,1,2,2,1,4
Democratic Republic of the Congo,Machinery and transport equipment,41,64,69,59,53,36
Democratic Republic of the Congo,Office and telecom equipment,1,1,3,1,1,2
Democratic Republic of the Congo,Electronic data processing and office equipment,0,1,0,1,0,0
Democratic Republic of the Congo,Telecommunications equipment,1,1,2,0,1,2
Democratic Republic of the Congo,Integrated circuits and electronic components,0,0,0,0,0,0
Democratic Republic of the Congo,Transport equipment,15,34,48,25,33,17
Democratic Republic of the Congo,Automotive products,9,14,29,17,16,11
Democratic Republic of the Congo,Textiles,2,1,3,4,1,3
Democratic Republic of the Congo,Clothing,0,0,0,0,0,0
Denmark,Agricultural products,23347,23437,23096,22927,24973,25147
Denmark,Fuels and mining products,6706,7693,7360,4556,9049,12838
Denmark,Manufactures,71844,77704,79619,80390,91192,91399
Denmark,Iron and steel,1149,1366,1298,1161,1614,1969
Denmark,Chemicals,21004,23382,26347,29055,31166,31823
Denmark,Pharmaceuticals,14119,15930,19047,21132,21847,22145
Denmark,Machinery and transport equipment,27198,29043,29629,27523,31591,30747
Denmark,Office and telecom equipment,3976,4161,4180,4462,5341,5288
Denmark,Electronic data processing and office equipment,1824,1856,1808,2003,2445,2407
Denmark,Telecommunications equipment,1817,1936,2000,2122,2480,2405
Denmark,Integrated circuits and electronic components,336,368,372,336,416,475
Denmark,Transport equipment,4236,5203,4589,4174,5403,5915
Denmark,Automotive products,2489,2732,2781,2679,3282,3303
Denmark,Textiles,1118,1207,1185,1176,1320,1248
Denmark,Clothing,4157,4595,4353,4262,5129,5569
Dominica,Agricultural products,0,4,6,4,5,5
Dominica,Fuels and mining products,0,1,0,0,1,1
Dominica,Manufactures,0,6,7,9,9,8
Dominica,Iron and steel,0,0,0,0,0,0
Dominica,Chemicals,0,2,3,4,4,3
Dominica,Pharmaceuticals,0,0,0,0,0,0
Dominica,Machinery and transport equipment,0,2,2,3,4,3
Dominica,Office and telecom equipment,0,0,1,0,0,0
Dominica,Electronic data processing and office equipment,0,0,0,0,0,0
Dominica,Telecommunications equipment,0,0,1,0,0,0
Dominica,Integrated circuits and electronic components,0,0,0,0,0,0
Dominica,Transport equipment,0,1,0,1,1,1
Dominica,Automotive products,0,1,0,0,1,0
Dominica,Textiles,0,0,0,0,0,0
Dominica,Clothing,0,0,0,0,0,0
Dominican Republic,Agricultural products,2308,2477,2593,2247,2750,2947
Dominican Republic,Fuels and mining products,624,750,692,182,383,405
Dominican Republic,Manufactures,5742,6065,6330,5611,6697,7511
Dominican Republic,Iron and steel,292,384,487,450,610,716
Dominican Republic,Chemicals,812,954,943,836,899,964
Dominican Republic,Pharmaceuticals,453,516,516,470,462,485
Dominican Republic,Machinery and transport equipment,1081,1221,1409,1483,1581,1639
Dominican Republic,Office and telecom equipment,203,165,181,231,273,185
Dominican Republic,Electronic data processing and office equipment,52,23,19,19,21,19
Dominican Republic,Telecommunications equipment,142,133,138,185,220,153
Dominican Republic,Integrated circuits and electronic components,9,9,24,27,33,13
Dominican Republic,Transport equipment,46,52,50,31,40,35
Dominican Republic,Automotive products,31,33,32,19,24,29
Dominican Republic,Textiles,317,298,282,237,298,304
Dominican Republic,Clothing,964,867,844,407,546,675
Ecuador,Agricultural products,10562,11053,11835,12573,14098,16264
Ecuador,Fuels and mining products,7182,9121,9058,6143,10386,13820
Ecuador,Manufactures,1172,1298,1231,1237,1601,1695
Ecuador,Iron and steel,38,52,58,44,72,53
Ecuador,Chemicals,197,209,192,186,270,316
Ecuador,Pharmaceuticals,39,37,27,29,32,38
Ecuador,Machinery and transport equipment,275,297,232,213,196,270
Ecuador,Office and telecom equipment,62,19,11,11,13,18
Ecuador,Electronic data processing and office equipment,14,12,7,7,7,4
Ecuador,Telecommunications equipment,46,6,4,4,4,13
Ecuador,Integrated circuits and electronic components,2,1,1,1,1,1
Ecuador,Transport equipment,86,119,91,81,40,70
Ecuador,Automotive products,24,35,38,30,9,8
Ecuador,Textiles,66,68,59,59,85,75
Ecuador,Clothing,24,30,35,25,33,35
Egypt,Agricultural products,5124,5150,5631,5311,6415,7035
Egypt,Fuels and mining products,6136,8404,9227,5748,14637,19354
Egypt,Manufactures,13064,14066,13920,12831,18546,20140
Egypt,Iron and steel,875,1060,697,699,1726,1263
Egypt,Chemicals,4527,5488,5323,4683,6282,7935
Egypt,Pharmaceuticals,280,247,272,268,314,320
Egypt,Machinery and transport equipment,2045,1807,1928,1872,2940,2885
Egypt,Office and telecom equipment,775,709,880,792,1173,1106
Egypt,Electronic data processing and office equipment,1,0,1,10,15,16
Egypt,Telecommunications equipment,764,699,861,762,1138,1079
Egypt,Integrated circuits and electronic components,10,9,18,20,20,11
Egypt,Transport equipment,110,109,78,117,181,81
Egypt,Automotive products,106,105,72,84,51,63
Egypt,Textiles,1279,1379,1300,1249,1606,1531
Egypt,Clothing,1463,1616,1710,1357,1968,2443
El Salvador,Agricultural products,1125,1083,1158,1019,1210,1412
El Salvador,Fuels and mining products,249,284,262,198,317,421
El Salvador,Manufactures,4379,4534,4480,3580,4859,5280
El Salvador,Iron and steel,151,172,149,119,190,197
El Salvador,Chemicals,394,387,444,438,566,680
El Salvador,Pharmaceuticals,140,143,170,163,191,170
El Salvador,Machinery and transport equipment,371,424,344,301,424,481
El Salvador,Office and telecom equipment,15,17,20,14,23,29
El Salvador,Electronic data processing and office equipment,5,4,5,3,6,7
El Salvador,Telecommunications equipment,3,3,5,2,4,8
El Salvador,Integrated circuits and electronic components,8,10,10,10,14,15
El Salvador,Transport equipment,14,16,15,24,21,20
El Salvador,Automotive products,11,12,11,14,17,15
El Salvador,Textiles,424,446,470,388,491,517
El Salvador,Clothing,2188,2243,2137,1521,2143,2222
Estonia,Agricultural products,2349,2555,2606,2600,3201,3625
Estonia,Fuels and mining products,1752,2945,2243,2100,4172,4610
Estonia,Manufactures,9946,11078,10767,11007,13549,13507
Estonia,Iron and steel,188,217,227,210,316,348
Estonia,Chemicals,970,1081,1038,1114,1357,1427
Estonia,Pharmaceuticals,94,109,111,109,123,132
Estonia,Machinery and transport equipment,4726,5177,4990,5162,6333,6098
Estonia,Office and telecom equipment,1372,1490,1255,1588,2135,1680
Estonia,Electronic data processing and office equipment,85,89,96,103,170,194
Estonia,Telecommunications equipment,1228,1331,1094,1410,1910,1408
Estonia,Integrated circuits and electronic components,59,70,66,74,55,78
Estonia,Transport equipment,962,1020,1120,1004,1358,1370
Estonia,Automotive products,633,780,853,760,1023,1042
Estonia,Textiles,179,188,188,209,236,218
Estonia,Clothing,238,253,237,207,231,243
Ethiopia,Agricultural products,2451,2117,2329,2676,3053,3280
Ethiopia,Fuels and mining products,11,14,10,9,11,20
Ethiopia,Manufactures,314,327,329,253,262,273
Ethiopia,Iron and steel,0,0,0,0,0,0
Ethiopia,Chemicals,6,6,8,8,13,22
Ethiopia,Pharmaceuticals,2,1,1,1,2,2
Ethiopia,Machinery and transport equipment,56,42,21,31,22,5
Ethiopia,Office and telecom equipment,55,41,19,30,20,4
Ethiopia,Electronic data processing and office equipment,0,0,0,0,1,0
Ethiopia,Telecommunications equipment,55,41,18,29,19,4
Ethiopia,Integrated circuits and electronic components,0,0,0,0,0,0
Ethiopia,Transport equipment,0,0,1,0,0,0
Ethiopia,Automotive products,0,0,0,0,0,0
Ethiopia,Textiles,23,19,21,13,22,27
Ethiopia,Clothing,74,106,164,143,149,148
Fiji,Agricultural products,492,481,457,389,442,553
Fiji,Fuels and mining products,182,217,198,115,101,261
Fiji,Manufactures,280,249,254,208,209,189
Fiji,Iron and steel,4,3,3,4,4,5
Fiji,Chemicals,30,33,31,31,37,39
Fiji,Pharmaceuticals,9,10,9,11,15,16
Fiji,Machinery and transport equipment,121,90,108,76,70,48
Fiji,Office and telecom equipment,67,42,58,20,19,6
Fiji,Electronic data processing and office equipment,9,14,38,14,3,2
Fiji,Telecommunications equipment,58,26,20,6,14,3
Fiji,Integrated circuits and electronic components,1,1,1,0,2,0
Fiji,Transport equipment,21,24,26,39,27,19
Fiji,Automotive products,5,5,4,6,4,3
Fiji,Textiles,7,7,6,9,7,6
Fiji,Clothing,46,48,45,34,36,35
Finland,Agricultural products,6910,7774,7179,6465,9019,8774
Finland,Fuels and mining products,10010,11983,11353,9760,12397,16392
Finland,Manufactures,49966,54939,53762,48659,59090,59441
Finland,Iron and steel,4637,5643,5678,4172,6248,6871
Finland,Chemicals,6815,7409,6847,7031,9037,9681
Finland,Pharmaceuticals,849,873,749,952,1236,1266
Finland,Machinery and transport equipment,22188,23754,24274,22529,26120,25054
Finland,Office and telecom equipment,1684,1800,1708,1497,1920,2189
Finland,Electronic data processing and office equipment,333,351,419,361,495,407
Finland,Telecommunications equipment,842,982,947,872,1044,934
Finland,Integrated circuits and electronic components,509,467,343,264,381,848
Finland,Transport equipment,6954,6933,7839,6478,7949,6698
Finland,Automotive products,4080,4905,4784,4038,4792,3949
Finland,Textiles,308,333,319,335,379,383
Finland,Clothing,326,334,310,292,298,350
France,Agricultural products,72635,76691,74918,73214,86119,91447
France,Fuels and mining products,27599,33181,28970,20193,32717,39799
France,Manufactures,424665,460724,453701,382682,447753,463501
France,Iron and steel,14722,16030,14000,10643,16548,18021
France,Chemicals,100800,108312,107620,105085,123013,125542
France,Pharmaceuticals,32370,34781,36447,38909,40093,38541
France,Machinery and transport equipment,208949,227000,222145,170878,193903,200732
France,Office and telecom equipment,20670,22538,21292,18526,21499,23067
France,Electronic data processing and office equipment,4259,4861,4501,4371,4914,4812
France,Telecommunications equipment,8534,8566,7773,6294,7431,6699
France,Integrated circuits and electronic components,7876,9111,9018,7860,9153,11556
France,Transport equipment,113574,121484,117608,82126,91194,93166
France,Automotive products,54598,59505,55323,45756,51789,49775
France,Textiles,4748,5063,4766,4353,5097,5036
France,Clothing,11776,13224,13278,11604,13914,15251
French Polynesia,Agricultural products,36,38,39,24,38,41
French Polynesia,Fuels and mining products,1,1,1,1,1,1
French Polynesia,Manufactures,117,109,93,47,79,89
French Polynesia,Iron and steel,0,0,0,0,0,0
French Polynesia,Chemicals,5,5,4,4,4,4
French Polynesia,Pharmaceuticals,0,0,0,0,0,0
French Polynesia,Machinery and transport equipment,30,25,41,16,43,32
French Polynesia,Office and telecom equipment,2,1,1,2,2,3
French Polynesia,Electronic data processing and office equipment,0,0,0,1,1,1
French Polynesia,Telecommunications equipment,1,1,1,1,0,2
French Polynesia,Integrated circuits and electronic components,0,0,0,0,0,0
French Polynesia,Transport equipment,25,19,34,11,36,26
French Polynesia,Automotive products,0,1,0,0,1,1
French Polynesia,Textiles,0,0,1,0,0,0
French Polynesia,Clothing,1,1,1,1,1,1
Gabon,Agricultural products,363,434,400,526,574,552
Gabon,Fuels and mining products,3786,4856,4565,4342,4744,8166
Gabon,Manufactures,1012,939,1757,1353,2278,467
Gabon,Iron and steel,27,65,50,65,78,65
Gabon,Chemicals,5,6,4,5,5,3
Gabon,Pharmaceuticals,0,0,0,0,0,0
Gabon,Machinery and transport equipment,809,636,1422,1006,1737,14
Gabon,Office and telecom equipment,11,2,2,2,3,4
Gabon,Electronic data processing and office equipment,1,1,1,1,2,3
Gabon,Telecommunications equipment,10,1,2,1,1,0
Gabon,Integrated circuits and electronic components,0,0,0,0,0,1
Gabon,Transport equipment,717,564,919,877,1601,5
Gabon,Automotive products,12,13,11,10,20,0
Gabon,Textiles,1,0,1,0,0,0
Gabon,Clothing,1,1,1,2,6,0
Georgia,Agricultural products,798,983,911,952,1158,1271
Georgia,Fuels and mining products,597,659,765,909,1054,1382
Georgia,Manufactures,1272,1657,2040,1371,1952,2822
Georgia,Iron and steel,371,419,364,276,526,513
Georgia,Chemicals,293,333,372,273,344,558
Georgia,Pharmaceuticals,153,161,183,111,110,124
Georgia,Machinery and transport equipment,375,610,955,546,703,1245
Georgia,Office and telecom equipment,16,15,16,13,64,70
Georgia,Electronic data processing and office equipment,5,6,4,5,27,24
Georgia,Telecommunications equipment,10,8,8,6,36,38
Georgia,Integrated circuits and electronic components,1,1,4,2,1,8
Georgia,Transport equipment,276,483,820,466,515,1004
Georgia,Automotive products,271,471,791,431,496,981
Georgia,Textiles,9,16,20,22,39,73
Georgia,Clothing,86,83,107,89,129,169
Germany,Agricultural products,92637,95083,92393,92747,104381,108000
Germany,Fuels and mining products,65900,77901,76226,67040,100913,120649
Germany,Manufactures,1266043,1364823,1296811,1196190,1407135,1405189
Germany,Iron and steel,29150,32049,28488,24390,34285,39201
Germany,Chemicals,235012,256951,243574,246226,303889,319480
Germany,Pharmaceuticals,84861,97562,91645,99603,119633,126082
Germany,Machinery and transport equipment,728284,776022,737267,655269,753332,739168
Germany,Office and telecom equipment,73258,78968,74298,71395,82479,81175
Germany,Electronic data processing and office equipment,26922,28968,26394,26356,31251,27353
Germany,Telecommunications equipment,24382,26188,26138,25622,26921,24448
Germany,Integrated circuits and electronic components,21953,23812,21766,19417,24307,29374
Germany,Transport equipment,342215,350180,327053,273175,314321,318723
Germany,Automotive products,261444,267392,247625,211385,246941,252112
Germany,Textiles,14219,14937,13846,13959,15106,14076
Germany,Clothing,21084,24244,24556,23584,27107,26771
Ghana,Agricultural products,3652,4692,3871,3628,7991,2978
Ghana,Fuels and mining products,3919,5712,5826,1968,508,195
Ghana,Manufactures,930,602,873,1529,2169,1378
Ghana,Iron and steel,42,40,59,88,139,248
Ghana,Chemicals,281,125,281,202,179,131
Ghana,Pharmaceuticals,2,4,8,7,4,4
Ghana,Machinery and transport equipment,40,120,44,36,27,37
Ghana,Office and telecom equipment,4,45,6,15,3,12
Ghana,Electronic data processing and office equipment,1,1,1,1,1,10
Ghana,Telecommunications equipment,3,42,2,2,2,2
Ghana,Integrated circuits and electronic components,0,2,3,12,0,0
Ghana,Transport equipment,5,7,8,6,7,5
Ghana,Automotive products,2,4,5,3,1,1
Ghana,Textiles,83,7,26,18,248,6
Ghana,Clothing,10,23,18,4,1,1
Greece,Agricultural products,7107,7843,7574,8383,10164,10687
Greece,Fuels and mining products,13174,17140,15127,10741,17625,25934
Greece,Manufactures,11547,13684,14383,15325,18558,19957
Greece,Iron and steel,780,1203,909,944,1142,1359
Greece,Chemicals,3477,4135,4608,5777,6703,6361
Greece,Pharmaceuticals,1345,1743,2176,3293,3415,2698
Greece,Machinery and transport equipment,2914,3460,3559,3732,4587,5217
Greece,Office and telecom equipment,853,1198,1152,1186,1341,1938
Greece,Electronic data processing and office equipment,523,843,823,758,667,987
Greece,Telecommunications equipment,305,329,299,377,558,526
Greece,Integrated circuits and electronic components,26,26,31,51,117,424
Greece,Transport equipment,437,525,479,598,664,645
Greece,Automotive products,133,173,165,189,209,205
Greece,Textiles,517,545,548,572,691,767
Greece,Clothing,769,881,1159,810,1066,1124
Greenland,Agricultural products,536,592,682,688,711,756
Greenland,Fuels and mining products,1,1,1,1,1,1
Greenland,Manufactures,40,29,96,126,89,75
Greenland,Iron and steel,0,0,0,0,0,0
Greenland,Chemicals,0,0,0,0,0,0
Greenland,Pharmaceuticals,0,0,0,0,0,0
Greenland,Machinery and transport equipment,36,25,66,92,53,21
Greenland,Office and telecom equipment,0,0,0,0,0,0
Greenland,Electronic data processing and office equipment,0,0,0,0,0,0
Greenland,Telecommunications equipment,0,0,0,0,0,0
Greenland,Integrated circuits and electronic components,0,0,0,0,0,0
Greenland,Transport equipment,33,24,62,88,49,9
Greenland,Automotive products,0,0,0,0,0,0
Greenland,Textiles,0,0,0,0,0,0
Greenland,Clothing,0,0,0,0,0,0
Grenada,Agricultural products,23,18,25,19,25,27
Grenada,Fuels and mining products,1,0,0,0,0,2
Grenada,Manufactures,7,13,9,5,9,8
Grenada,Iron and steel,0,0,0,0,0,0
Grenada,Chemicals,1,2,2,1,1,2
Grenada,Pharmaceuticals,0,0,0,0,0,0
Grenada,Machinery and transport equipment,3,8,4,1,5,3
Grenada,Office and telecom equipment,1,3,1,0,0,1
Grenada,Electronic data processing and office equipment,0,0,0,0,0,0
Grenada,Telecommunications equipment,1,3,1,0,0,1
Grenada,Integrated circuits and electronic components,0,0,0,0,0,0
Grenada,Transport equipment,1,4,2,1,1,2
Grenada,Automotive products,0,0,1,0,0,1
Grenada,Textiles,0,0,0,0,0,0
Grenada,Clothing,0,0,0,0,0,0
Guatemala,Agricultural products,5602,5466,5762,6304,6735,7735
Guatemala,Fuels and mining products,775,569,600,388,557,620
Guatemala,Manufactures,4612,4734,4811,4829,6434,7339
Guatemala,Iron and steel,385,442,479,537,791,839
Guatemala,Chemicals,1207,1184,1274,1380,1681,2035
Guatemala,Pharmaceuticals,231,223,244,274,335,357
Guatemala,Machinery and transport equipment,285,243,215,204,317,383
Guatemala,Office and telecom equipment,29,31,29,25,48,44
Guatemala,Electronic data processing and office equipment,6,5,7,5,13,11
Guatemala,Telecommunications equipment,10,11,11,14,28,32
Guatemala,Integrated circuits and electronic components,13,15,11,6,8,1
Guatemala,Transport equipment,63,66,48,46,68,75
Guatemala,Automotive products,28,38,35,30,47,47
Guatemala,Textiles,288,336,354,395,515,592
Guatemala,Clothing,1391,1510,1459,1274,1668,1920
Guinea,Agricultural products,339,205,161,297,342,301
Guinea,Fuels and mining products,3438,3234,3192,5997,5183,4829
Guinea,Manufactures,107,35,29,28,42,31
Guinea,Iron and steel,0,1,0,0,0,0
Guinea,Chemicals,34,1,1,1,2,8
Guinea,Pharmaceuticals,0,0,0,0,1,0
Guinea,Machinery and transport equipment,21,15,14,15,22,12
Guinea,Office and telecom equipment,0,0,1,1,5,0
Guinea,Electronic data processing and office equipment,0,0,0,0,1,0
Guinea,Telecommunications equipment,0,0,1,1,1,0
Guinea,Integrated circuits and electronic components,0,0,0,0,4,0
Guinea,Transport equipment,4,3,3,1,3,3
Guinea,Automotive products,3,2,1,1,2,1
Guinea,Textiles,1,1,0,0,0,0
Guinea,Clothing,0,0,0,0,0,0
Guyana,Agricultural products,582,427,441,415,392,443
Guyana,Fuels and mining products,149,136,146,1196,3028,4404
Guyana,Manufactures,419,48,96,594,280,2663
Guyana,Iron and steel,5,1,7,3,0,1
Guyana,Chemicals,22,8,19,127,48,57
Guyana,Pharmaceuticals,4,3,3,104,37,49
Guyana,Machinery and transport equipment,343,4,33,433,202,2560
Guyana,Office and telecom equipment,1,0,1,1,1,1
Guyana,Electronic data processing and office equipment,0,0,0,1,1,0
Guyana,Telecommunications equipment,1,0,0,0,1,1
Guyana,Integrated circuits and electronic components,0,0,0,0,0,0
Guyana,Transport equipment,266,1,4,378,183,2522
Guyana,Automotive products,1,1,1,7,2,1
Guyana,Textiles,0,0,0,0,1,0
Guyana,Clothing,0,0,0,0,0,1
Haiti,Agricultural products,71,77,54,53,45,44
Haiti,Fuels and mining products,17,12,21,17,24,33
Haiti,Manufactures,890,989,1065,803,1012,1170
Haiti,Clothing,800,897,971,747,930,1075
Honduras,Agricultural products,3183,2781,2240,2914,3145,4455
Honduras,Fuels and mining products,168,166,84,148,113,277
Honduras,Manufactures,4964,5151,4899,4369,5961,7167
Honduras,Iron and steel,118,116,118,129,211,204
Honduras,Chemicals,213,242,117,306,115,432
Honduras,Pharmaceuticals,10,11,12,14,12,28
Honduras,Machinery and transport equipment,609,491,189,651,927,73
Honduras,Office and telecom equipment,24,3,5,15,18,10
Honduras,Electronic data processing and office equipment,3,2,1,3,4,6
Honduras,Telecommunications equipment,2,1,2,3,2,4
Honduras,Integrated circuits and electronic components,19,0,2,9,12,0
Honduras,Transport equipment,71,67,18,63,22,22
Honduras,Automotive products,68,65,12,61,19,18
Honduras,Textiles,5,25,7,16,13,24
Honduras,Clothing,3516,3859,4264,2928,3880,4660
"Hong Kong, China",Agricultural products,12128,12797,11461,8597,9487,8737
"Hong Kong, China",Fuels and mining products,7606,7280,6341,8600,15740,11393
"Hong Kong, China",Manufactures,477262,510590,491236,489172,612750,558576
"Hong Kong, China",Iron and steel,969,863,726,636,827,657
"Hong Kong, China",Chemicals,15675,16144,15513,16649,18896,13591
"Hong Kong, China",Pharmaceuticals,1631,1556,1468,1439,1710,1478
"Hong Kong, China",Machinery and transport equipment,347034,380499,369419,384572,487400,438778
"Hong Kong, China",Office and telecom equipment,275501,302589,293466,309782,398611,364291
"Hong Kong, China",Electronic data processing and office equipment,51894,57342,51226,55568,72446,62517
"Hong Kong, China",Telecommunications equipment,97376,99300,93987,86077,96808,69651
"Hong Kong, China",Integrated circuits and electronic components,126232,145947,148253,168138,229357,232123
"Hong Kong, China",Transport equipment,2694,2969,3082,2666,2666,1626
"Hong Kong, China",Automotive products,1356,1308,1248,982,1145,1026
"Hong Kong, China",Textiles,7611,7389,6397,5439,5414,3235
"Hong Kong, China",Clothing,14488,13859,12291,8232,8587,6846
Hungary,Agricultural products,10168,10350,10465,10866,12584,13781
Hungary,Fuels and mining products,5025,7288,5799,4497,7662,11072
Hungary,Manufactures,97416,105285,105331,102807,118508,123773
Hungary,Iron and steel,1410,1728,1439,1247,1753,1816
Hungary,Chemicals,13633,15000,14627,15798,18841,18981
Hungary,Pharmaceuticals,5666,6268,6623,7697,7908,7828
Hungary,Machinery and transport equipment,61987,67121,69356,67099,75828,80677
Hungary,Office and telecom equipment,13127,14403,16457,16669,18091,16548
Hungary,Electronic data processing and office equipment,4670,4834,4800,4916,5002,5996
Hungary,Telecommunications equipment,7664,8682,10603,10848,11988,9289
Hungary,Integrated circuits and electronic components,793,888,1053,905,1101,1262
Hungary,Transport equipment,25405,26868,27575,24285,26126,26623
Hungary,Automotive products,22819,23637,24888,21857,23154,22910
Hungary,Textiles,930,853,887,919,1033,962
Hungary,Clothing,870,777,698,733,870,945
Iceland,Agricultural products,2120,2501,2471,2351,2781,3116
Iceland,Fuels and mining products,2086,2392,1918,1687,2449,3289
Iceland,Manufactures,635,611,801,517,714,968
Iceland,Iron and steel,139,178,133,123,190,344
Iceland,Chemicals,55,41,69,77,116,186
Iceland,Pharmaceuticals,20,9,1,14,7,33
Iceland,Machinery and transport equipment,297,252,445,182,250,230
Iceland,Office and telecom equipment,10,11,9,13,21,14
Iceland,Electronic data processing and office equipment,6,6,4,9,16,9
Iceland,Telecommunications equipment,3,3,3,2,3,6
Iceland,Integrated circuits and electronic components,1,2,1,2,2,0
Iceland,Transport equipment,122,44,247,28,76,51
Iceland,Automotive products,3,6,11,6,8,5
Iceland,Textiles,8,6,9,9,9,10
