Reporting Economy,Product/Sector,2017,2018,2019,2020,2021,2022
"Moldova, Republic of",Manufactures,1261,1506,1545,1367,1620,1757
"Moldova, Republic of",Iron and steel,3,4,3,1,13,10
"Moldova, Republic of",Chemicals,128,130,145,127,152,146
"Moldova, Republic of",Pharmaceuticals,63,72,98,57,86,46
"Moldova, Republic of",Machinery and transport equipment,431,586,649,549,635,692
"Moldova, Republic of",Office and telecom equipment,7,6,7,8,10,15
"Moldova, Republic of",Electronic data processing and office equipment,1,1,1,3,2,8
"Moldova, Republic of",Telecommunications equipment,4,4,4,2,2,3
"Moldova, Republic of",Integrated circuits and electronic components,2,1,1,3,6,4
"Moldova, Republic of",Transport equipment,41,21,27,30,63,100
"Moldova, Republic of",Automotive products,21,18,19,23,58,90
"Moldova, Republic of",Textiles,80,71,62,62,81,93
"Moldova, Republic of",Clothing,278,309,277,241,276,296
Mongolia,Agricultural products,449,575,545,367,504,641
Mongolia,Fuels and mining products,5029,6156,6448,5318,7618,10647
Mongolia,Manufactures,127,135,209,103,114,166
Mongolia,Iron and steel,1,0,0,0,1,0
Mongolia,Chemicals,3,1,3,1,1,3
Mongolia,Pharmaceuticals,0,0,0,0,0,0
Mongolia,Machinery and transport equipment,39,51,113,35,43,79
Mongolia,Office and telecom equipment,1,2,1,1,1,3
Mongolia,Electronic data processing and office equipment,0,1,0,0,0,2
Mongolia,Telecommunications equipment,1,1,0,0,0,1
Mongolia,Integrated circuits and electronic components,0,0,0,0,0,0
Mongolia,Transport equipment,19,28,85,20,29,57
Mongolia,Automotive products,4,3,36,3,2,6
Mongolia,Textiles,6,7,6,5,4,4
Mongolia,Clothing,40,45,59,43,44,47
Montserrat,Agricultural products,0,0,0,0,0,0
Montserrat,Fuels and mining products,4,4,5,5,8,6
Montserrat,Manufactures,2,1,1,1,1,0
Montserrat,Iron and steel,0,0,0,0,0,0
Montserrat,Chemicals,0,0,0,0,0,0
Montserrat,Pharmaceuticals,0,0,0,0,0,0
Montserrat,Machinery and transport equipment,1,1,0,1,1,0
Montserrat,Office and telecom equipment,0,0,0,0,0,0
Montserrat,Electronic data processing and office equipment,0,0,0,0,0,0
Montserrat,Telecommunications equipment,0,0,0,0,0,0
Montserrat,Integrated circuits and electronic components,0,0,0,0,0,0
Montserrat,Transport equipment,0,0,0,0,0,0
Montserrat,Automotive products,0,0,0,0,0,0
Montserrat,Textiles,0,0,0,0,0,0
Montserrat,Clothing,0,0,0,0,0,0
Morocco,Agricultural products,5534,5974,6394,6439,7403,8022
Morocco,Fuels and mining products,2013,2089,2040,1643,2377,2819
Morocco,Manufactures,17663,20508,20635,19031,26023,30612
Morocco,Iron and steel,122,120,75,69,156,92
Morocco,Chemicals,4043,5066,4743,4960,8336,10445
Morocco,Pharmaceuticals,118,132,132,121,150,140
Morocco,Machinery and transport equipment,8459,9814,10394,9365,11784,12641
Morocco,Office and telecom equipment,570,627,732,546,722,1007
Morocco,Electronic data processing and office equipment,39,35,37,33,31,34
Morocco,Telecommunications equipment,37,57,172,140,204,198
Morocco,Integrated circuits and electronic components,493,535,523,373,486,776
Morocco,Transport equipment,4121,4812,4923,4633,6440,6647
Morocco,Automotive products,3378,3881,3908,3608,5179,6500
Morocco,Textiles,454,442,420,489,447,509
Morocco,Clothing,3163,3362,3208,2542,3349,3554
Mozambique,Agricultural products,578,656,860,629,847,975
Mozambique,Fuels and mining products,3865,3873,3366,2602,3863,6738
Mozambique,Manufactures,272,482,442,220,396,541
Mozambique,Iron and steel,1,12,18,24,40,67
Mozambique,Chemicals,11,45,48,42,79,112
Mozambique,Pharmaceuticals,0,0,0,4,0,0
Mozambique,Machinery and transport equipment,78,112,44,32,51,60
Mozambique,Office and telecom equipment,2,24,1,1,1,3
Mozambique,Electronic data processing and office equipment,0,0,0,0,1,1
Mozambique,Telecommunications equipment,2,24,1,1,0,1
Mozambique,Integrated circuits and electronic components,0,0,0,0,0,0
Mozambique,Transport equipment,50,31,15,12,20,22
Mozambique,Automotive products,13,8,8,6,12,8
Mozambique,Textiles,6,6,6,8,11,14
Mozambique,Clothing,2,5,6,5,3,3
Myanmar,Agricultural products,4781,4929,4732,5309,5438,5166
Myanmar,Fuels and mining products,4259,4544,5406,4524,3686,4228
Myanmar,Manufactures,4744,7139,7858,6858,6028,7691
Myanmar,Iron and steel,353,257,224,331,308,145
Myanmar,Chemicals,62,55,56,20,19,21
Myanmar,Pharmaceuticals,0,0,0,0,0,0
Myanmar,Machinery and transport equipment,742,705,557,898,453,482
Myanmar,Office and telecom equipment,30,111,120,105,148,154
Myanmar,Electronic data processing and office equipment,2,26,16,9,70,76
Myanmar,Telecommunications equipment,26,82,101,84,74,78
Myanmar,Integrated circuits and electronic components,1,3,3,12,3,0
Myanmar,Transport equipment,514,390,202,65,174,136
Myanmar,Automotive products,6,14,19,7,24,7
Myanmar,Textiles,61,110,51,62,55,51
Myanmar,Clothing,2435,4252,5059,4631,3914,5620
Namibia,Agricultural products,1204,1334,1194,962,1239,1356
Namibia,Fuels and mining products,1426,2734,2629,2658,3195,1983
Namibia,Manufactures,2161,3074,2127,1582,2380,2552
Namibia,Iron and steel,2,20,40,37,36,60
Namibia,Chemicals,67,109,105,158,210,300
Namibia,Pharmaceuticals,2,1,1,1,2,2
Namibia,Machinery and transport equipment,421,1147,455,245,734,247
Namibia,Office and telecom equipment,19,22,23,18,21,38
Namibia,Electronic data processing and office equipment,6,5,10,4,7,7
Namibia,Telecommunications equipment,10,13,8,8,5,5
Namibia,Integrated circuits and electronic components,3,4,5,6,10,26
Namibia,Transport equipment,316,1027,327,144,613,78
Namibia,Automotive products,92,109,78,65,81,61
Namibia,Textiles,4,4,3,3,5,3
Namibia,Clothing,1,1,1,1,2,2
Nepal,Agricultural products,222,245,453,459,1134,663
Nepal,Fuels and mining products,13,18,15,8,16,19
Nepal,Manufactures,506,518,492,388,515,614
Nepal,Iron and steel,49,52,32,13,6,55
Nepal,Chemicals,45,39,38,38,48,48
Nepal,Pharmaceuticals,9,7,9,13,15,13
Nepal,Machinery and transport equipment,8,8,9,7,6,4
Nepal,Office and telecom equipment,5,2,1,0,3,1
Nepal,Electronic data processing and office equipment,0,0,0,0,0,0
Nepal,Telecommunications equipment,5,2,1,0,3,0
Nepal,Integrated circuits and electronic components,0,0,0,0,0,0
Nepal,Transport equipment,2,4,3,6,2,2
Nepal,Automotive products,0,0,0,0,2,0
Nepal,Textiles,250,259,270,219,303,322
Nepal,Clothing,82,86,74,57,73,87
Netherlands,Agricultural products,106863,111956,110156,112282,128818,134939
Netherlands,Fuels and mining products,105750,124629,114121,79441,137003,221623
Netherlands,Manufactures,434826,486871,480898,478961,571855,604461
Netherlands,Iron and steel,13860,14959,12733,10736,16201,18532
Netherlands,Chemicals,106366,125015,123217,123244,151994,164630
Netherlands,Pharmaceuticals,35844,45625,49685,51399,53328,55770
Netherlands,Machinery and transport equipment,213418,234446,231290,233113,267630,279216
Netherlands,Office and telecom equipment,107706,112221,105462,112743,126674,127348
Netherlands,Electronic data processing and office equipment,40997,45224,42733,47024,54012,52004
Netherlands,Telecommunications equipment,51008,49116,44491,47340,50368,47623
Netherlands,Integrated circuits and electronic components,15701,17881,18238,18379,22293,27722
Netherlands,Transport equipment,34446,37239,38926,35018,38834,40987
Netherlands,Automotive products,23753,25633,26159,21973,22763,26514
Netherlands,Textiles,5171,6204,5979,6468,7364,7295
Netherlands,Clothing,11031,13107,13772,13174,16562,17414
New Caledonia,Agricultural products,9,11,9,10,13,9
New Caledonia,Fuels and mining products,729,807,763,869,1013,1268
New Caledonia,Manufactures,799,1092,909,823,790,1249
New Caledonia,Iron and steel,746,993,867,793,758,1221
New Caledonia,Chemicals,31,58,19,15,8,6
New Caledonia,Pharmaceuticals,0,0,0,0,0,0
New Caledonia,Machinery and transport equipment,18,37,19,12,19,15
New Caledonia,Office and telecom equipment,4,5,3,2,1,2
New Caledonia,Electronic data processing and office equipment,1,2,0,1,0,1
New Caledonia,Telecommunications equipment,2,2,1,1,1,1
New Caledonia,Integrated circuits and electronic components,1,1,2,0,0,0
New Caledonia,Transport equipment,6,25,7,3,11,9
New Caledonia,Automotive products,1,1,1,2,2,2
New Caledonia,Textiles,0,0,0,0,0,0
New Caledonia,Clothing,0,0,0,0,0,1
New Zealand,Agricultural products,27474,28823,29343,28916,33678,33693
New Zealand,Fuels and mining products,1733,1906,1604,1315,1903,2146
New Zealand,Manufactures,7204,7318,6981,7500,8183,8153
New Zealand,Iron and steel,153,225,156,154,125,106
New Zealand,Chemicals,1775,1683,1672,2123,2274,2414
New Zealand,Pharmaceuticals,350,356,347,356,402,400
New Zealand,Machinery and transport equipment,2381,2455,2362,2416,2660,2766
New Zealand,Office and telecom equipment,432,458,454,421,494,519
New Zealand,Electronic data processing and office equipment,132,137,141,126,148,142
New Zealand,Telecommunications equipment,199,222,210,208,218,278
New Zealand,Integrated circuits and electronic components,101,100,102,87,128,99
New Zealand,Transport equipment,517,435,470,711,545,527
New Zealand,Automotive products,175,169,170,139,184,207
New Zealand,Textiles,204,195,182,162,191,177
New Zealand,Clothing,154,200,160,143,182,158
Nicaragua,Agricultural products,2445,2373,2450,2521,3022,3342
Nicaragua,Fuels and mining products,48,61,53,61,111,124
Nicaragua,Manufactures,2104,2209,2271,1838,2492,2966
Nicaragua,Iron and steel,3,4,6,4,17,19
Nicaragua,Chemicals,43,51,66,47,73,82
Nicaragua,Pharmaceuticals,11,14,29,14,30,33
Nicaragua,Machinery and transport equipment,614,570,534,408,619,742
Nicaragua,Office and telecom equipment,7,6,5,3,8,4
Nicaragua,Electronic data processing and office equipment,2,2,1,1,1,1
Nicaragua,Telecommunications equipment,2,2,2,1,1,3
Nicaragua,Integrated circuits and electronic components,3,3,2,1,5,0
Nicaragua,Transport equipment,10,16,8,4,8,15
Nicaragua,Automotive products,5,6,5,2,4,4
Nicaragua,Textiles,41,35,36,100,97,133
Nicaragua,Clothing,1297,1418,1502,1171,1547,1845
Niger,Agricultural products,473,594,636,532,588,628
Niger,Fuels and mining products,511,452,447,470,345,258
Niger,Manufactures,221,155,33,72,31,42
Niger,Iron and steel,8,0,0,0,0,2
Niger,Chemicals,15,10,4,2,2,1
Niger,Pharmaceuticals,1,1,1,0,0,1
Niger,Machinery and transport equipment,112,67,18,54,24,32
Niger,Office and telecom equipment,2,1,2,1,1,1
Niger,Electronic data processing and office equipment,0,0,0,0,0,0
Niger,Telecommunications equipment,2,1,2,1,0,1
Niger,Integrated circuits and electronic components,0,0,0,0,0,0
Niger,Transport equipment,80,53,6,36,14,13
Niger,Automotive products,63,44,2,13,5,9
Niger,Textiles,65,67,4,7,2,1
Niger,Clothing,0,0,0,0,0,0
Nigeria,Agricultural products,917,1321,1025,1095,1674,1873
Nigeria,Fuels and mining products,42763,57060,46830,31062,42529,58179
Nigeria,Manufactures,786,2159,5763,2741,3016,3213
Nigeria,Iron and steel,21,36,6,1,13,26
Nigeria,Chemicals,284,325,230,227,1066,2055
Nigeria,Pharmaceuticals,1,1,5,0,1,1
Nigeria,Machinery and transport equipment,280,1547,3262,2396,1679,882
Nigeria,Office and telecom equipment,0,0,1,0,41,1
Nigeria,Electronic data processing and office equipment,0,0,0,0,39,1
Nigeria,Telecommunications equipment,0,0,1,0,1,0
Nigeria,Integrated circuits and electronic components,0,0,0,0,0,0
Nigeria,Transport equipment,269,1519,3251,2347,1631,862
Nigeria,Automotive products,0,0,0,0,51,49
Nigeria,Textiles,15,7,4,1,6,6
Nigeria,Clothing,0,0,0,0,0,0
Norway,Agricultural products,12956,13830,13814,12817,16024,17855
Norway,Fuels and mining products,64986,84043,65213,47594,116323,203921
Norway,Manufactures,19338,20134,20279,18134,22605,21842
Norway,Iron and steel,1246,1278,1221,1067,1451,2015
Norway,Chemicals,6611,7350,6904,6394,8317,8944
Norway,Pharmaceuticals,770,958,774,772,720,726
Norway,Machinery and transport equipment,9890,10128,10428,8802,11320,9834
Norway,Office and telecom equipment,1182,1233,1246,1240,1391,1388
Norway,Electronic data processing and office equipment,491,497,543,557,668,608
Norway,Telecommunications equipment,573,616,574,582,598,714
Norway,Integrated circuits and electronic components,118,120,130,100,125,66
Norway,Transport equipment,3278,3053,3080,2311,3823,2738
Norway,Automotive products,847,921,933,871,1045,1123
Norway,Textiles,184,197,194,201,240,250
Norway,Clothing,112,109,107,174,249,244
Oman,Agricultural products,1685,1909,1925,1965,2312,2542
Oman,Fuels and mining products,23746,31009,28610,20265,29504,44980
Oman,Manufactures,6010,8745,7976,10977,12708,17627
Oman,Iron and steel,962,1464,1147,1378,2023,2598
Oman,Chemicals,2739,2983,2837,3298,5609,8047
Oman,Pharmaceuticals,85,85,92,124,121,105
Oman,Machinery and transport equipment,1188,2843,2823,4701,3547,4839
Oman,Office and telecom equipment,167,186,205,272,224,304
Oman,Electronic data processing and office equipment,36,49,43,64,34,46
Oman,Telecommunications equipment,126,130,156,187,168,228
Oman,Integrated circuits and electronic components,4,8,6,21,22,30
Oman,Transport equipment,390,1860,1881,3580,2439,3649
Oman,Automotive products,15,990,887,1887,1697,2193
Oman,Textiles,30,35,37,105,96,147
Oman,Clothing,78,87,90,87,78,110
Pakistan,Agricultural products,4243,5090,5055,4635,5472,5903
Pakistan,Fuels and mining products,681,994,1016,922,1513,1716
Pakistan,Manufactures,16644,17340,17257,16404,21333,23137
Pakistan,Iron and steel,87,78,79,102,132,82
Pakistan,Chemicals,1033,1094,1029,1090,1292,1588
Pakistan,Pharmaceuticals,208,199,218,237,269,310
Pakistan,Machinery and transport equipment,357,397,548,388,600,342
Pakistan,Office and telecom equipment,43,36,17,21,25,17
Pakistan,Electronic data processing and office equipment,10,10,9,7,17,6
Pakistan,Telecommunications equipment,33,25,8,14,8,10
Pakistan,Integrated circuits and electronic components,0,0,0,0,0,1
Pakistan,Transport equipment,81,83,232,76,364,59
Pakistan,Automotive products,21,25,38,26,39,25
Pakistan,Textiles,7868,8004,7696,7112,9188,9273
Pakistan,Clothing,5470,5942,6337,6177,8456,9568
Palau,Agricultural products,1,4,3,5,0,0
Palau,Fuels and mining products,0,0,0,0,0,0
Palau,Manufactures,5,1,1,1,0,0
Palau,Iron and steel,0,0,0,0,0,0
Palau,Chemicals,0,0,0,0,0,0
Palau,Machinery and transport equipment,3,1,1,1,0,0
Palau,Office and telecom equipment,0,0,0,0,0,0
Palau,Electronic data processing and office equipment,0,0,0,0,0,0
Palau,Telecommunications equipment,0,0,0,0,0,0
Palau,Integrated circuits and electronic components,0,0,0,0,0,0
Palau,Transport equipment,1,0,0,1,0,0
Palau,Automotive products,1,0,0,0,0,0
Palau,Textiles,0,0,0,0,0,0
Palau,Clothing,0,0,0,1,0,0
Panama,Agricultural products,1060,994,990,886,899,877
Panama,Fuels and mining products,102,97,72,312,631,791
Panama,Manufactures,9863,10312,9338,7418,10588,11421
Panama,Iron and steel,9,13,8,5,6,8
Panama,Chemicals,3995,4339,3176,2381,2406,2812
Panama,Pharmaceuticals,1862,2297,1796,1666,1554,1750
Panama,Machinery and transport equipment,2248,2342,2547,2489,4309,4616
Panama,Office and telecom equipment,1294,1435,1528,1571,1410,1481
Panama,Electronic data processing and office equipment,649,794,814,793,602,577
Panama,Telecommunications equipment,630,619,691,759,779,881
Panama,Integrated circuits and electronic components,15,22,24,19,29,23
Panama,Transport equipment,260,242,244,207,571,577
Panama,Automotive products,163,151,153,133,122,128
Panama,Textiles,224,232,234,188,181,192
Panama,Clothing,1194,1208,1232,767,1264,1219
Papua New Guinea,Agricultural products,0,0,1518,2090,2150,2595
Papua New Guinea,Fuels and mining products,0,0,8517,5949,7032,10912
Papua New Guinea,Manufactures,0,0,158,138,215,288
Papua New Guinea,Iron and steel,0,0,2,2,2,0
Papua New Guinea,Chemicals,0,0,8,3,8,10
Papua New Guinea,Pharmaceuticals,0,0,0,0,0,0
Papua New Guinea,Machinery and transport equipment,0,0,114,108,157,243
Papua New Guinea,Office and telecom equipment,0,0,2,1,5,31
Papua New Guinea,Electronic data processing and office equipment,0,0,1,1,2,0
Papua New Guinea,Telecommunications equipment,0,0,1,0,3,30
Papua New Guinea,Integrated circuits and electronic components,0,0,0,0,0,0
Papua New Guinea,Transport equipment,0,0,39,52,80,145
Papua New Guinea,Automotive products,0,0,4,2,3,5
Papua New Guinea,Textiles,0,0,1,0,0,0
Papua New Guinea,Clothing,0,0,0,0,0,0
Paraguay,Agricultural products,5488,5797,4944,5666,7421,6429
Paraguay,Fuels and mining products,2214,2191,1639,1791,1735,1818
Paraguay,Manufactures,968,1051,1061,1057,1391,1697
Paraguay,Iron and steel,4,10,14,12,26,55
Paraguay,Chemicals,168,226,237,244,332,509
Paraguay,Pharmaceuticals,45,43,44,50,60,73
Paraguay,Machinery and transport equipment,311,324,315,236,283,349
Paraguay,Office and telecom equipment,6,11,7,11,10,8
Paraguay,Electronic data processing and office equipment,1,1,1,1,2,2
Paraguay,Telecommunications equipment,5,5,3,9,7,6
Paraguay,Integrated circuits and electronic components,1,5,2,0,1,1
Paraguay,Transport equipment,64,32,14,24,19,36
Paraguay,Automotive products,2,3,4,4,6,6
Paraguay,Textiles,110,128,143,168,186,176
Paraguay,Clothing,53,60,62,59,90,102
Peru,Agricultural products,9001,10174,10826,10392,12720,13797
Peru,Fuels and mining products,24006,26176,24157,18326,30832,31270
Peru,Manufactures,4128,4501,4392,3597,4984,5734
Peru,Iron and steel,151,181,173,126,228,237
Peru,Chemicals,1130,1286,1310,1228,1533,1927
Peru,Pharmaceuticals,54,59,61,63,80,109
Peru,Machinery and transport equipment,439,507,469,360,437,525
Peru,Office and telecom equipment,42,39,29,30,37,45
Peru,Electronic data processing and office equipment,18,20,15,15,15,25
Peru,Telecommunications equipment,21,16,12,14,21,19
Peru,Integrated circuits and electronic components,2,2,2,1,1,1
Peru,Transport equipment,78,134,91,74,77,70
Peru,Automotive products,42,95,64,55,42,39
Peru,Textiles,280,306,287,221,335,333
Peru,Clothing,888,977,990,732,1176,1376
Philippines,Agricultural products,7016,6478,7225,6824,7616,8327
Philippines,Fuels and mining products,4874,4457,4675,5012,6469,6711
Philippines,Manufactures,55501,55211,57519,52015,59378,62559
Philippines,Iron and steel,131,115,96,40,85,150
Philippines,Chemicals,1725,1345,1499,1265,1841,1816
Philippines,Pharmaceuticals,51,40,56,49,64,73
Philippines,Machinery and transport equipment,45161,45801,48287,44305,49640,52604
Philippines,Office and telecom equipment,25417,26586,35002,33607,36525,40162
Philippines,Electronic data processing and office equipment,8135,8309,8721,6526,8326,6574
Philippines,Telecommunications equipment,1478,1570,2663,1769,2359,2419
Philippines,Integrated circuits and electronic components,15804,16706,23618,25312,25840,31169
Philippines,Transport equipment,3821,3474,2590,2170,2380,2024
Philippines,Automotive products,1330,1217,1057,988,1217,1012
Philippines,Textiles,245,200,225,314,296,287
Philippines,Clothing,1122,933,939,654,742,824
Poland,Agricultural products,33768,37609,37923,41208,47342,52712
Poland,Fuels and mining products,13126,14886,14086,12410,19808,26664
Poland,Manufactures,186795,210596,214034,219072,273118,279931
Poland,Iron and steel,5338,6167,5559,4991,7813,8785
Poland,Chemicals,22352,23666,24251,26350,33266,35758
Poland,Pharmaceuticals,4537,3899,4129,5000,5537,5595
Poland,Machinery and transport equipment,86745,98311,101523,102422,126412,129518
Poland,Office and telecom equipment,14580,16069,16337,18715,22435,22451
Poland,Electronic data processing and office equipment,5113,6456,7092,7479,8018,8897
Poland,Telecommunications equipment,8892,9089,8866,10889,13927,12771
Poland,Integrated circuits and electronic components,575,524,379,347,491,783
Poland,Transport equipment,38022,42010,41833,38412,45069,46286
Poland,Automotive products,29804,32036,32200,28913,31685,34002
Poland,Textiles,2791,3181,3174,3360,3945,3805
Poland,Clothing,5880,7080,7444,9065,11943,11583
Portugal,Agricultural products,8966,9752,9424,9635,11504,12175
Portugal,Fuels and mining products,5911,6395,5605,4185,6583,9312
Portugal,Manufactures,46995,51907,51729,47255,56902,60784
Portugal,Iron and steel,1626,1782,1616,1453,2389,2355
Portugal,Chemicals,5457,5934,6056,5867,7645,8601
Portugal,Pharmaceuticals,1223,1186,1376,1574,1635,2059
Portugal,Machinery and transport equipment,16922,19429,20254,18084,20659,21861
Portugal,Office and telecom equipment,2404,2336,2504,2453,2729,3573
Portugal,Electronic data processing and office equipment,216,177,202,263,353,297
Portugal,Telecommunications equipment,1831,1792,1676,1525,1659,1949
Portugal,Integrated circuits and electronic components,357,368,626,665,717,1327
Portugal,Transport equipment,7956,10243,11443,9495,10417,10659
Portugal,Automotive products,6696,8979,9703,8143,8895,8901
Portugal,Textiles,2199,2362,2208,2260,2560,2565
Portugal,Clothing,3636,3833,3573,3035,3804,3808
Qatar,Agricultural products,52,38,39,38,57,0
Qatar,Fuels and mining products,58542,74669,64331,43476,76043,0
Qatar,Manufactures,7724,8543,7007,6148,8544,0
Qatar,Iron and steel,573,729,735,183,333,0
Qatar,Chemicals,4821,5418,4172,3690,5627,0
Qatar,Pharmaceuticals,4,3,3,6,4,0
Qatar,Machinery and transport equipment,1970,2054,1549,1863,2295,0
Qatar,Office and telecom equipment,92,62,66,35,67,0
Qatar,Electronic data processing and office equipment,6,12,20,22,43,0
Qatar,Telecommunications equipment,85,50,46,12,24,0
Qatar,Integrated circuits and electronic components,1,0,0,0,1,0
Qatar,Transport equipment,1388,1724,977,1412,1870,0
Qatar,Automotive products,419,370,290,254,395,0
Qatar,Textiles,8,3,2,4,5,0
Qatar,Clothing,12,10,15,10,14,0
Romania,Agricultural products,7994,8522,8818,8794,12440,13609
Romania,Fuels and mining products,4367,5283,4883,3509,5614,10498
Romania,Manufactures,57336,65491,62839,57998,69031,71887
Romania,Iron and steel,2438,2957,2694,2316,4319,4325
Romania,Chemicals,3179,3492,3524,3534,4539,4714
Romania,Pharmaceuticals,847,909,946,1023,1162,1060
Romania,Machinery and transport equipment,32800,37692,36358,34243,39259,40401
Romania,Office and telecom equipment,1853,2005,2099,2054,2347,2424
Romania,Electronic data processing and office equipment,299,353,407,452,491,512
Romania,Telecommunications equipment,1470,1591,1612,1513,1738,1717
Romania,Integrated circuits and electronic components,84,61,81,88,118,195
Romania,Transport equipment,14476,17254,16232,14831,16067,16560
Romania,Automotive products,12398,15068,14231,12888,13695,14268
Romania,Textiles,1497,1705,1504,1467,1703,1636
Romania,Clothing,2902,3039,2696,2073,2113,2263
Russian Federation,Agricultural products,30065,34664,33722,36464,43804,45972
Russian Federation,Fuels and mining products,209142,263390,248032,171033,248868,323037
Russian Federation,Manufactures,84185,88912,83455,71435,108929,96016
Russian Federation,Iron and steel,19757,24584,19351,16828,29315,23940
Russian Federation,Chemicals,20936,22044,21721,19039,31101,35841
Russian Federation,Pharmaceuticals,742,800,856,1049,2534,1110
Russian Federation,Machinery and transport equipment,22471,20642,21593,16265,23018,13842
Russian Federation,Office and telecom equipment,2508,2181,3080,1801,3067,1480
Russian Federation,Electronic data processing and office equipment,955,647,801,506,978,265
Russian Federation,Telecommunications equipment,1320,1304,2053,1031,1743,1016
Russian Federation,Integrated circuits and electronic components,233,230,226,264,346,200
Russian Federation,Transport equipment,7967,7191,7585,4272,6818,3190
Russian Federation,Automotive products,3809,3327,3760,2956,3902,1887
Russian Federation,Textiles,499,552,601,673,812,493
Russian Federation,Clothing,437,413,510,577,676,533
Rwanda,Agricultural products,354,398,426,448,621,678
Rwanda,Fuels and mining products,336,341,268,174,272,486
Rwanda,Manufactures,163,191,137,143,306,299
Rwanda,Iron and steel,5,10,11,21,29,42
Rwanda,Chemicals,11,14,17,20,27,52
Rwanda,Pharmaceuticals,0,0,0,1,1,2
Rwanda,Machinery and transport equipment,20,45,43,35,45,52
Rwanda,Office and telecom equipment,2,5,10,9,13,18
Rwanda,Electronic data processing and office equipment,0,1,1,0,4,2
Rwanda,Telecommunications equipment,2,3,9,8,9,16
Rwanda,Integrated circuits and electronic components,0,1,1,0,1,0
Rwanda,Transport equipment,10,25,20,14,16,12
Rwanda,Automotive products,8,19,16,9,8,8
Rwanda,Textiles,1,3,3,3,11,22
Rwanda,Clothing,4,5,5,7,10,17
Saint Lucia,Agricultural products,43,37,38,30,24,32
Saint Lucia,Fuels and mining products,12,10,8,6,15,19
Saint Lucia,Manufactures,71,14,36,19,19,21
Saint Lucia,Iron and steel,1,1,1,0,0,0
Saint Lucia,Chemicals,5,1,4,5,6,4
Saint Lucia,Pharmaceuticals,0,0,1,1,1,0
Saint Lucia,Machinery and transport equipment,44,5,17,10,10,11
Saint Lucia,Office and telecom equipment,12,2,6,4,3,3
Saint Lucia,Electronic data processing and office equipment,0,0,0,0,0,0
Saint Lucia,Telecommunications equipment,12,2,6,4,3,3
Saint Lucia,Integrated circuits and electronic components,0,0,0,0,0,0
Saint Lucia,Transport equipment,23,1,3,3,3,1
Saint Lucia,Automotive products,22,0,2,1,1,1
Saint Lucia,Textiles,0,0,0,0,1,0
Saint Lucia,Clothing,5,1,5,2,1,0
Samoa,Agricultural products,25,29,32,18,20,21
Samoa,Fuels and mining products,14,12,12,11,4,3
Samoa,Manufactures,5,5,5,4,5,7
Samoa,Iron and steel,0,0,0,0,0,0
Samoa,Chemicals,0,0,0,0,0,0
Samoa,Pharmaceuticals,0,0,0,0,0,0
Samoa,Machinery and transport equipment,4,2,2,2,3,6
Samoa,Office and telecom equipment,0,0,0,0,0,1
Samoa,Electronic data processing and office equipment,0,0,0,0,0,0
Samoa,Telecommunications equipment,0,0,0,0,0,0
Samoa,Integrated circuits and electronic components,0,0,0,0,0,1
Samoa,Transport equipment,0,0,0,0,0,1
Samoa,Automotive products,0,0,0,0,0,0
Samoa,Textiles,0,0,0,0,0,0
Samoa,Clothing,0,0,0,1,0,0
"Saudi Arabia, Kingdom of",Agricultural products,4110,4115,3797,3972,4844,5721
"Saudi Arabia, Kingdom of",Fuels and mining products,173350,235176,203703,122660,206330,333009
"Saudi Arabia, Kingdom of",Manufactures,43460,54551,41733,44113,63449,70899
"Saudi Arabia, Kingdom of",Iron and steel,953,1829,995,885,1632,1600
"Saudi Arabia, Kingdom of",Chemicals,31057,40505,36441,31114,45698,52687
"Saudi Arabia, Kingdom of",Pharmaceuticals,415,410,419,416,411,502
"Saudi Arabia, Kingdom of",Machinery and transport equipment,7426,7837,1133,7888,10239,10391
"Saudi Arabia, Kingdom of",Office and telecom equipment,326,273,4,510,1130,1783
"Saudi Arabia, Kingdom of",Electronic data processing and office equipment,55,51,0,62,109,82
"Saudi Arabia, Kingdom of",Telecommunications equipment,231,204,1,412,998,1693
"Saudi Arabia, Kingdom of",Integrated circuits and electronic components,40,17,3,37,23,9
"Saudi Arabia, Kingdom of",Transport equipment,4778,5016,109,5350,6913,6096
"Saudi Arabia, Kingdom of",Automotive products,1554,1155,8,795,1493,1370
"Saudi Arabia, Kingdom of",Textiles,389,367,315,401,491,533
"Saudi Arabia, Kingdom of",Clothing,87,101,21,94,140,140
Senegal,Agricultural products,1077,1236,1421,1286,1642,1623
Senegal,Fuels and mining products,666,821,1109,894,1186,1538
Senegal,Manufactures,861,1001,1007,1015,1401,1606
Senegal,Iron and steel,86,110,112,123,158,161
Senegal,Chemicals,321,485,537,457,705,943
Senegal,Pharmaceuticals,10,12,8,3,2,2
Senegal,Machinery and transport equipment,102,94,107,136,155,163
Senegal,Office and telecom equipment,7,9,4,5,22,5
Senegal,Electronic data processing and office equipment,1,2,2,1,2,1
Senegal,Telecommunications equipment,6,7,2,3,19,3
Senegal,Integrated circuits and electronic components,0,0,1,0,0,0
Senegal,Transport equipment,35,36,52,75,62,32
Senegal,Automotive products,25,16,26,22,32,14
Senegal,Textiles,10,9,8,10,11,6
Senegal,Clothing,1,1,1,3,1,1
Seychelles,Agricultural products,282,309,333,353,404,481
Seychelles,Fuels and mining products,153,161,89,57,13,9
Seychelles,Manufactures,110,99,94,20,45,44
