Indicator,  Merchandise exports by product group – annual (Million US dollar),,,,,,,
,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2017,2018,2019,2020,2021,2022
Nepal,SI3_AGG - MI - Fuels and mining products,World,13,18,15,8,16,19
Nepal,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
Nepal,SI3_AGG - MA - Manufactures,World,506,518,492,388,515,614
Nepal,SI3_AGG - MAIS - Iron and steel,World,49,52,32,13,6,55
Nepal,SI3_AGG - MACH - Chemicals,World,45,39,38,38,48,48
Nepal,SI3_AGG - MACHPH - Pharmaceuticals,World,9,7,9,13,15,13
Nepal,SI3_AGG - MAMT - Machinery and transport equipment,World,8,8,9,7,6,4
Nepal,SI3_AGG - MAMTOF - Office and telecom equipment,World,5,2,1,0,3,1
Nepal,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Nepal,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,2,1,0,3,0
Nepal,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Nepal,SI3_AGG - MAMTTE - Transport equipment,World,2,4,3,6,2,2
Nepal,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,2,0
Nepal,SI3_AGG - MATE - Textiles,World,250,259,270,219,303,322
Nepal,SI3_AGG - MACL - Clothing,World,82,86,74,57,73,87
Netherlands,SI3_AGG - TO - Total merchandise,World,652065,726697,708596,674602,840032,966708
Netherlands,SI3_AGG - AG - Agricultural products,World,106863,111956,110156,112282,128818,134939
Netherlands,SI3_AGG - AGFO - Food,World,89676,93314,92130,94129,105663,112978
Netherlands,SI3_AGG - MI - Fuels and mining products,World,105750,124629,114121,79441,137003,221623
Netherlands,SI3_AGG - MIFU - Fuels,World,82038,97673,90919,59291,104276,185474
Netherlands,SI3_AGG - MA - Manufactures,World,434826,486871,480898,478961,571855,604461
Netherlands,SI3_AGG - MAIS - Iron and steel,World,13860,14959,12733,10736,16201,18532
Netherlands,SI3_AGG - MACH - Chemicals,World,106366,125015,123217,123244,151994,164630
Netherlands,SI3_AGG - MACHPH - Pharmaceuticals,World,35844,45625,49685,51399,53328,55770
Netherlands,SI3_AGG - MAMT - Machinery and transport equipment,World,213418,234446,231290,233113,267630,279216
Netherlands,SI3_AGG - MAMTOF - Office and telecom equipment,World,107706,112221,105462,112743,126674,127348
Netherlands,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,40997,45224,42733,47024,54012,52004
Netherlands,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,51008,49116,44491,47340,50368,47623
Netherlands,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,15701,17881,18238,18379,22293,27722
Netherlands,SI3_AGG - MAMTTE - Transport equipment,World,34446,37239,38926,35018,38834,40987
Netherlands,SI3_AGG - MAMTAU - Automotive products,World,23753,25633,26159,21973,22763,26514
Netherlands,SI3_AGG - MATE - Textiles,World,5171,6204,5979,6468,7364,7295
Netherlands,SI3_AGG - MACL - Clothing,World,11031,13107,13772,13174,16562,17414
"Aruba, the Netherlands with respect to",SI3_AGG - TO - Total merchandise,World,135,194,131,87,123,208
"Aruba, the Netherlands with respect to",SI3_AGG - AG - Agricultural products,World,39,29,37,33,57,70
"Aruba, the Netherlands with respect to",SI3_AGG - AGFO - Food,World,39,29,36,33,57,70
"Aruba, the Netherlands with respect to",SI3_AGG - MI - Fuels and mining products,World,60,130,54,27,42,107
"Aruba, the Netherlands with respect to",SI3_AGG - MIFU - Fuels,World,45,125,50,25,39,100
"Aruba, the Netherlands with respect to",SI3_AGG - MA - Manufactures,World,31,31,38,26,24,25
"Aruba, the Netherlands with respect to",SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,0,1
"Aruba, the Netherlands with respect to",SI3_AGG - MACH - Chemicals,World,6,6,8,5,5,4
"Aruba, the Netherlands with respect to",SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
"Aruba, the Netherlands with respect to",SI3_AGG - MAMT - Machinery and transport equipment,World,6,6,9,4,5,7
"Aruba, the Netherlands with respect to",SI3_AGG - MAMTOF - Office and telecom equipment,World,1,1,1,1,1,1
"Aruba, the Netherlands with respect to",SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,1,0,0,0
"Aruba, the Netherlands with respect to",SI3_AGG - MAMTOTTL - Telecommunications equipment,World,1,0,0,0,0,0
"Aruba, the Netherlands with respect to",SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
"Aruba, the Netherlands with respect to",SI3_AGG - MAMTTE - Transport equipment,World,2,3,3,1,2,2
"Aruba, the Netherlands with respect to",SI3_AGG - MAMTAU - Automotive products,World,1,2,1,1,1,1
"Aruba, the Netherlands with respect to",SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
"Aruba, the Netherlands with respect to",SI3_AGG - MACL - Clothing,World,0,1,1,0,1,0
New Caledonia,SI3_AGG - TO - Total merchandise,World,1561,1929,1700,1722,1835,2532
New Caledonia,SI3_AGG - AG - Agricultural products,World,9,11,9,10,13,9
New Caledonia,SI3_AGG - AGFO - Food,World,8,10,8,9,9,8
New Caledonia,SI3_AGG - MI - Fuels and mining products,World,729,807,763,869,1013,1268
New Caledonia,SI3_AGG - MIFU - Fuels,World,0,0,0,0,0,0
New Caledonia,SI3_AGG - MA - Manufactures,World,799,1092,909,823,790,1249
New Caledonia,SI3_AGG - MAIS - Iron and steel,World,746,993,867,793,758,1221
New Caledonia,SI3_AGG - MACH - Chemicals,World,31,58,19,15,8,6
New Caledonia,SI3_AGG - MACHPH - Pharmaceuticals,World,0,0,0,0,0,0
New Caledonia,SI3_AGG - MAMT - Machinery and transport equipment,World,18,37,19,12,19,15
New Caledonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,4,5,3,2,1,2
New Caledonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,1,2,0,1,0,1
New Caledonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,2,1,1,1,1
New Caledonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,2,0,0,0
New Caledonia,SI3_AGG - MAMTTE - Transport equipment,World,6,25,7,3,11,9
New Caledonia,SI3_AGG - MAMTAU - Automotive products,World,1,1,1,2,2,2
New Caledonia,SI3_AGG - MATE - Textiles,World,0,0,0,0,0,0
New Caledonia,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,1
New Zealand,SI3_AGG - TO - Total merchandise,World,38075,39673,39517,38377,44777,45102
New Zealand,SI3_AGG - AG - Agricultural products,World,27474,28823,29343,28916,33678,33693
New Zealand,SI3_AGG - AGFO - Food,World,22980,23922,24930,25066,28522,29092
New Zealand,SI3_AGG - MI - Fuels and mining products,World,1733,1906,1604,1315,1903,2146
New Zealand,SI3_AGG - MIFU - Fuels,World,617,742,575,405,512,736
New Zealand,SI3_AGG - MA - Manufactures,World,7204,7318,6981,7500,8183,8153
New Zealand,SI3_AGG - MAIS - Iron and steel,World,153,225,156,154,125,106
New Zealand,SI3_AGG - MACH - Chemicals,World,1775,1683,1672,2123,2274,2414
New Zealand,SI3_AGG - MACHPH - Pharmaceuticals,World,350,356,347,356,402,400
New Zealand,SI3_AGG - MAMT - Machinery and transport equipment,World,2381,2455,2362,2416,2660,2766
New Zealand,SI3_AGG - MAMTOF - Office and telecom equipment,World,432,458,454,421,494,519
New Zealand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,132,137,141,126,148,142
New Zealand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,199,222,210,208,218,278
New Zealand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,101,100,102,87,128,99
New Zealand,SI3_AGG - MAMTTE - Transport equipment,World,517,435,470,711,545,527
New Zealand,SI3_AGG - MAMTAU - Automotive products,World,175,169,170,139,184,207
New Zealand,SI3_AGG - MATE - Textiles,World,204,195,182,162,191,177
New Zealand,SI3_AGG - MACL - Clothing,World,154,200,160,143,182,158
Nicaragua,SI3_AGG - TO - Total merchandise,World,5170,5014,5272,5087,6495,7360
Nicaragua,SI3_AGG - AG - Agricultural products,World,2445,2373,2450,2521,3022,3342
Nicaragua,SI3_AGG - AGFO - Food,World,2407,2335,2405,2472,2972,3294
Nicaragua,SI3_AGG - MI - Fuels and mining products,World,48,61,53,61,111,124
Nicaragua,SI3_AGG - MIFU - Fuels,World,12,13,16,22,39,60
Nicaragua,SI3_AGG - MA - Manufactures,World,2104,2209,2271,1838,2492,2966
Nicaragua,SI3_AGG - MAIS - Iron and steel,World,3,4,6,4,17,19
Nicaragua,SI3_AGG - MACH - Chemicals,World,43,51,66,47,73,82
Nicaragua,SI3_AGG - MACHPH - Pharmaceuticals,World,11,14,29,14,30,33
Nicaragua,SI3_AGG - MAMT - Machinery and transport equipment,World,614,570,534,408,619,742
Nicaragua,SI3_AGG - MAMTOF - Office and telecom equipment,World,7,6,5,3,8,4
Nicaragua,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,2,2,1,1,1,1
Nicaragua,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,2,2,1,1,3
Nicaragua,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,3,3,2,1,5,0
Nicaragua,SI3_AGG - MAMTTE - Transport equipment,World,10,16,8,4,8,15
Nicaragua,SI3_AGG - MAMTAU - Automotive products,World,5,6,5,2,4,4
Nicaragua,SI3_AGG - MATE - Textiles,World,41,35,36,100,97,133
Nicaragua,SI3_AGG - MACL - Clothing,World,1297,1418,1502,1171,1547,1845
Niger,SI3_AGG - TO - Total merchandise,World,1206,1202,1126,1116,1212,1256
Niger,SI3_AGG - AG - Agricultural products,World,473,594,636,532,588,628
Niger,SI3_AGG - AGFO - Food,World,455,585,629,531,584,622
Niger,SI3_AGG - MI - Fuels and mining products,World,511,452,447,470,345,258
Niger,SI3_AGG - MIFU - Fuels,World,263,225,219,183,191,122
Niger,SI3_AGG - MA - Manufactures,World,221,155,33,72,31,42
Niger,SI3_AGG - MAIS - Iron and steel,World,8,0,0,0,0,2
Niger,SI3_AGG - MACH - Chemicals,World,15,10,4,2,2,1
Niger,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,1,0,0,1
Niger,SI3_AGG - MAMT - Machinery and transport equipment,World,112,67,18,54,24,32
Niger,SI3_AGG - MAMTOF - Office and telecom equipment,World,2,1,2,1,1,1
Niger,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,0,0
Niger,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,2,1,2,1,0,1
Niger,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Niger,SI3_AGG - MAMTTE - Transport equipment,World,80,53,6,36,14,13
Niger,SI3_AGG - MAMTAU - Automotive products,World,63,44,2,13,5,9
Niger,SI3_AGG - MATE - Textiles,World,65,67,4,7,2,1
Niger,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Nigeria,SI3_AGG - TO - Total merchandise,World,44468,60547,62531,35634,46871,63075
Nigeria,SI3_AGG - AG - Agricultural products,World,917,1321,1025,1095,1674,1873
Nigeria,SI3_AGG - AGFO - Food,World,814,1237,964,1041,1549,1746
Nigeria,SI3_AGG - MI - Fuels and mining products,World,42763,57060,46830,31062,42529,58179
Nigeria,SI3_AGG - MIFU - Fuels,World,42702,56867,46669,30957,42106,57536
Nigeria,SI3_AGG - MA - Manufactures,World,786,2159,5763,2741,3016,3213
Nigeria,SI3_AGG - MAIS - Iron and steel,World,21,36,6,1,13,26
Nigeria,SI3_AGG - MACH - Chemicals,World,284,325,230,227,1066,2055
Nigeria,SI3_AGG - MACHPH - Pharmaceuticals,World,1,1,5,0,1,1
Nigeria,SI3_AGG - MAMT - Machinery and transport equipment,World,280,1547,3262,2396,1679,882
Nigeria,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,1,0,41,1
Nigeria,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,39,1
Nigeria,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,,1,0,1,0
Nigeria,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,0
Nigeria,SI3_AGG - MAMTTE - Transport equipment,World,269,1519,3251,2347,1631,862
Nigeria,SI3_AGG - MAMTAU - Automotive products,World,0,0,0,0,51,49
Nigeria,SI3_AGG - MATE - Textiles,World,15,7,4,1,6,6
Nigeria,SI3_AGG - MACL - Clothing,World,0,0,0,0,0,0
Niue,SI3_AGG - TO - Total merchandise,World,2,2,2,1,1,1
Non-EU south-eastern Europe,SI3_AGG - TO - Total merchandise,World,196270,213830,217410,204854,271652,306702
Non-EU western Europe,SI3_AGG - TO - Total merchandise,World,848886,926727,884448,810386,1019351,1192172
North America,SI3_AGG - TO - Total merchandise,World,2376394,2567033,2552617,2232892,2756713,3241570
United States-Mexico-Canada Agreement (USMCA/CUSMA/T-MEC),SI3_AGG - TO - Total merchandise,World,2376371,2567008,2552581,2232868,2756680,3241528
North Macedonia,SI3_AGG - TO - Total merchandise,World,5668,6911,7189,6638,8186,8727
North Macedonia,SI3_AGG - AG - Agricultural products,World,614,648,704,681,750,757
North Macedonia,SI3_AGG - AGFO - Food,World,585,618,674,652,712,717
North Macedonia,SI3_AGG - MI - Fuels and mining products,World,388,470,492,390,572,787
North Macedonia,SI3_AGG - MIFU - Fuels,World,85,117,147,94,150,383
North Macedonia,SI3_AGG - MA - Manufactures,World,4665,5783,5992,5558,6858,7178
North Macedonia,SI3_AGG - MAIS - Iron and steel,World,492,638,652,636,917,820
North Macedonia,SI3_AGG - MACH - Chemicals,World,1358,1673,1746,1586,2219,2988
North Macedonia,SI3_AGG - MACHPH - Pharmaceuticals,World,91,104,105,124,130,132
North Macedonia,SI3_AGG - MAMT - Machinery and transport equipment,World,1673,2193,2374,2194,2498,2005
North Macedonia,SI3_AGG - MAMTOF - Office and telecom equipment,World,37,28,31,32,33,34
North Macedonia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,30,23,26,26,23,25
North Macedonia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,4,4,5,7,7
North Macedonia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,2,2,2,2,3,2
North Macedonia,SI3_AGG - MAMTTE - Transport equipment,World,272,400,415,341,288,468
North Macedonia,SI3_AGG - MAMTAU - Automotive products,World,254,375,383,309,252,430
North Macedonia,SI3_AGG - MATE - Textiles,World,80,94,87,121,127,155
North Macedonia,SI3_AGG - MACL - Clothing,World,525,537,485,410,403,438
Northern Mariana Islands,SI3_AGG - TO - Total merchandise,World,5,5,5,5,3,5
Norway,SI3_AGG - TO - Total merchandise,World,101054,121791,102799,84459,160106,249805
Norway,SI3_AGG - AG - Agricultural products,World,12956,13830,13814,12817,16024,17855
Norway,SI3_AGG - AGFO - Food,World,12136,12944,12978,12035,15024,16795
Norway,SI3_AGG - MI - Fuels and mining products,World,64986,84043,65213,47594,116323,203921
Norway,SI3_AGG - MIFU - Fuels,World,58316,76436,58244,40810,106486,192729
Norway,SI3_AGG - MA - Manufactures,World,19338,20134,20279,18134,22605,21842
Norway,SI3_AGG - MAIS - Iron and steel,World,1246,1278,1221,1067,1451,2015
Norway,SI3_AGG - MACH - Chemicals,World,6611,7350,6904,6394,8317,8944
Norway,SI3_AGG - MACHPH - Pharmaceuticals,World,770,958,774,772,720,726
Norway,SI3_AGG - MAMT - Machinery and transport equipment,World,9890,10128,10428,8802,11320,9834
Norway,SI3_AGG - MAMTOF - Office and telecom equipment,World,1182,1233,1246,1240,1391,1388
Norway,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,491,497,543,557,668,608
Norway,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,573,616,574,582,598,714
Norway,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,118,120,130,100,125,66
Norway,SI3_AGG - MAMTTE - Transport equipment,World,3278,3053,3080,2311,3823,2738
Norway,SI3_AGG - MAMTAU - Automotive products,World,847,921,933,871,1045,1123
Norway,SI3_AGG - MATE - Textiles,World,184,197,194,201,240,250
Norway,SI3_AGG - MACL - Clothing,World,112,109,107,174,249,244
OIC (Organisation of Islamic Cooperation),SI3_AGG - TO - Total merchandise,World,1806342,2165159,2053368,1689004,2361284,3046570
Oman,SI3_AGG - TO - Total merchandise,World,32904,41761,38724,33479,44591,66456
Oman,SI3_AGG - AG - Agricultural products,World,1685,1909,1925,1965,2312,2542
Oman,SI3_AGG - AGFO - Food,World,1657,1892,1908,1923,2272,2484
Oman,SI3_AGG - MI - Fuels and mining products,World,23746,31009,28610,20265,29504,44980
Oman,SI3_AGG - MIFU - Fuels,World,21977,28961,26775,18467,26963,41301
Oman,SI3_AGG - MA - Manufactures,World,6010,8745,7976,10977,12708,17627
Oman,SI3_AGG - MAIS - Iron and steel,World,962,1464,1147,1378,2023,2598
Oman,SI3_AGG - MACH - Chemicals,World,2739,2983,2837,3298,5609,8047
Oman,SI3_AGG - MACHPH - Pharmaceuticals,World,85,85,92,124,121,105
Oman,SI3_AGG - MAMT - Machinery and transport equipment,World,1188,2843,2823,4701,3547,4839
Oman,SI3_AGG - MAMTOF - Office and telecom equipment,World,167,186,205,272,224,304
Oman,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,36,49,43,64,34,46
Oman,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,126,130,156,187,168,228
Oman,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,4,8,6,21,22,30
Oman,SI3_AGG - MAMTTE - Transport equipment,World,390,1860,1881,3580,2439,3649
Oman,SI3_AGG - MAMTAU - Automotive products,World,15,990,887,1887,1697,2193
Oman,SI3_AGG - MATE - Textiles,World,30,35,37,105,96,147
Oman,SI3_AGG - MACL - Clothing,World,78,87,90,87,78,110
OPEC (Organization of the Petroleum Exporting Countries),SI3_AGG - TO - Total merchandise,World,930536,1181786,1067377,755127,1106187,1505813
Other Africa,SI3_AGG - TO - Total merchandise,World,345371,414954,391535,311565,445572,542404
Other Asia,SI3_AGG - TO - Total merchandise,World,1037250,1133885,1134471,1113590,1382072,1580010
Other CIS,SI3_AGG - TO - Total merchandise,World,118541,144382,145033,118397,158241,189389
Pacific Alliance,SI3_AGG - TO - Total merchandise,World,558606,615345,615331,561801,689474,795050
Pakistan,SI3_AGG - TO - Total merchandise,World,21569,23425,23329,21979,28319,30936
Pakistan,SI3_AGG - AG - Agricultural products,World,4243,5090,5055,4635,5472,5903
Pakistan,SI3_AGG - AGFO - Food,World,4008,4867,4817,4229,4943,5364
Pakistan,SI3_AGG - MI - Fuels and mining products,World,681,994,1016,922,1513,1716
Pakistan,SI3_AGG - MIFU - Fuels,World,259,499,372,192,201,366
Pakistan,SI3_AGG - MA - Manufactures,World,16644,17340,17257,16404,21333,23137
Pakistan,SI3_AGG - MAIS - Iron and steel,World,87,78,79,102,132,82
Pakistan,SI3_AGG - MACH - Chemicals,World,1033,1094,1029,1090,1292,1588
Pakistan,SI3_AGG - MACHPH - Pharmaceuticals,World,208,199,218,237,269,310
Pakistan,SI3_AGG - MAMT - Machinery and transport equipment,World,357,397,548,388,600,342
Pakistan,SI3_AGG - MAMTOF - Office and telecom equipment,World,43,36,17,21,25,17
Pakistan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,10,10,9,7,17,6
Pakistan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,33,25,8,14,8,10
Pakistan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,0,0,0,0,0,1
Pakistan,SI3_AGG - MAMTTE - Transport equipment,World,81,83,232,76,364,59
Pakistan,SI3_AGG - MAMTAU - Automotive products,World,21,25,38,26,39,25
Pakistan,SI3_AGG - MATE - Textiles,World,7868,8004,7696,7112,9188,9273
Pakistan,SI3_AGG - MACL - Clothing,World,5470,5942,6337,6177,8456,9568
Palau,SI3_AGG - TO - Total merchandise,World,6,4,4,7,2,3
Palau,SI3_AGG - AG - Agricultural products,World,1,4,3,5,,
Palau,SI3_AGG - AGFO - Food,World,1,3,3,5,,
Palau,SI3_AGG - MI - Fuels and mining products,World,0,0,0,0,,
Palau,SI3_AGG - MIFU - Fuels,World,0,,,,,
Palau,SI3_AGG - MA - Manufactures,World,5,1,1,1,,
Palau,SI3_AGG - MAIS - Iron and steel,World,0,0,0,0,,
Palau,SI3_AGG - MACH - Chemicals,World,0,0,0,0,,
Palau,SI3_AGG - MAMT - Machinery and transport equipment,World,3,1,1,1,,
Palau,SI3_AGG - MAMTOF - Office and telecom equipment,World,0,0,0,0,,
Palau,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,0,0,0,0,,
Palau,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,0,0,0,0,,
Palau,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,0,0,0,,
Palau,SI3_AGG - MAMTTE - Transport equipment,World,1,0,0,1,,
Palau,SI3_AGG - MAMTAU - Automotive products,World,1,0,0,0,,
Palau,SI3_AGG - MATE - Textiles,World,0,0,0,0,,
Palau,SI3_AGG - MACL - Clothing,World,0,0,0,1,,
Panama,SI3_AGG - TO - Total merchandise,World,11093,11480,11318,9483,13161,15278
Panama,SI3_AGG - AG - Agricultural products,World,1060,994,990,886,899,877
Panama,SI3_AGG - AGFO - Food,World,1003,932,938,844,844,806
Panama,SI3_AGG - MI - Fuels and mining products,World,102,97,72,312,631,791
Panama,SI3_AGG - MIFU - Fuels,World,2,3,3,5,7,12
Panama,SI3_AGG - MA - Manufactures,World,9863,10312,9338,7418,10588,11421
Panama,SI3_AGG - MAIS - Iron and steel,World,9,13,8,5,6,8
Panama,SI3_AGG - MACH - Chemicals,World,3995,4339,3176,2381,2406,2812
Panama,SI3_AGG - MACHPH - Pharmaceuticals,World,1862,2297,1796,1666,1554,1750
Panama,SI3_AGG - MAMT - Machinery and transport equipment,World,2248,2342,2547,2489,4309,4616
Panama,SI3_AGG - MAMTOF - Office and telecom equipment,World,1294,1435,1528,1571,1410,1481
Panama,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,649,794,814,793,602,577
Panama,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,630,619,691,759,779,881
Panama,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,15,22,24,19,29,23
Panama,SI3_AGG - MAMTTE - Transport equipment,World,260,242,244,207,571,577
